ref1	ref2	conca	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low
GPD1_a_0_1_4	GPD1_a_3_1_4	GPD1_a_0_1_4 GPD1_a_3_1_4	10	692300	4.31	604800	741700	-0.0704246306954351
GPD1_a_0_1_4	GPD1_a_3_1_4	GPD1_a_0_1_4 GPD1_a_3_1_4	11	258900	4.93	196600	366000	0.0817487942790024
GPD1_a_0_1_4	GPD1_a_3_1_4	GPD1_a_0_1_4 GPD1_a_3_1_4	13	58000	5.95	0	145900	-0.0953260391615305
GPD1_a_0_1_4	GPD1_a_3_1_4	GPD1_a_0_1_4 GPD1_a_3_1_4	15	377000	3.45	293200	440100	0.0726738458262772
GPD1_a_0_1_4	GPD1_a_3_1_4	GPD1_a_0_1_4 GPD1_a_3_1_4	15	747000	3.74	670400	933400	0.0562826727426732
GPD1_a_0_1_4	GPD1_a_4_1_4	GPD1_a_0_1_4 GPD1_a_4_1_4	4	41900	3.01	0	128800	0.071685225855126
GPD1_a_0_1_4	GPD1_a_4_1_4	GPD1_a_0_1_4 GPD1_a_4_1_4	5	528100	21.52	503500	546200	0.191310749068648
GPD1_a_0_1_4	GPD1_a_4_1_4	GPD1_a_0_1_4 GPD1_a_4_1_4	7	88200	3.63	43200	153000	-0.0920577813378563
GPD1_a_0_1_4	GPD1_a_4_1_4	GPD1_a_0_1_4 GPD1_a_4_1_4	8	336100	3.31	81000	375900	0.0413929703275838
GPD1_a_0_1_4	GPD1_a_4_1_4	GPD1_a_0_1_4 GPD1_a_4_1_4	10	280300	4.35	123000	475600	0.0630760345835474
GPD1_a_0_1_4	GPD1_a_4_1_4	GPD1_a_0_1_4 GPD1_a_4_1_4	12	720700	6.06	633400	792900	-0.0999047175873411
GPD1_a_0_1_4	GPD1_a_4_1_4	GPD1_a_0_1_4 GPD1_a_4_1_4	13	129400	3.94	38900	173400	-0.113928764996406
GPD1_a_0_1_5	GPD1_a_1_1_5	GPD1_a_0_1_5 GPD1_a_1_1_5	5	425100	3.49	240000	566500	-0.0526122462068386
GPD1_a_0_1_5	GPD1_a_1_1_5	GPD1_a_0_1_5 GPD1_a_1_1_5	8	434000	5.54	338700	507400	0.0833186081804878
GPD1_a_0_1_5	GPD1_a_1_1_5	GPD1_a_0_1_5 GPD1_a_1_1_5	10	145300	17.52	122400	200200	-0.201043694388862
GPD1_a_0_1_5	GPD1_a_1_1_5	GPD1_a_0_1_5 GPD1_a_1_1_5	10	277100	17.09	221800	323500	-0.157080935349568
GPD1_a_0_1_5	GPD1_a_1_1_5	GPD1_a_0_1_5 GPD1_a_1_1_5	10	640600	8.71	595400	667700	-0.106733780447163
GPD1_a_0_1_5	GPD1_a_1_1_5	GPD1_a_0_1_5 GPD1_a_1_1_5	11	271700	2.9	175100	363300	0.0739445626467992
GPD1_a_0_1_5	GPD1_a_1_1_5	GPD1_a_0_1_5 GPD1_a_1_1_5	12	702500	23.05	675900	723900	-0.177020566674619
GPD1_a_0_1_5	GPD1_a_1_2_5	GPD1_a_0_1_5 GPD1_a_1_2_5	5	304400	3.14	228400	407600	-0.0740772747809717
GPD1_a_0_1_5	GPD1_a_1_2_5	GPD1_a_0_1_5 GPD1_a_1_2_5	8	128200	3.85	37600	281800	0.073738570015031
GPD1_a_0_1_5	GPD1_a_1_2_5	GPD1_a_0_1_5 GPD1_a_1_2_5	8	453800	3.56	382900	554900	0.0581898154071276
GPD1_a_0_1_5	GPD1_a_1_2_5	GPD1_a_0_1_5 GPD1_a_1_2_5	10	144000	19.05	126400	197900	-0.200559207467703
GPD1_a_0_1_5	GPD1_a_1_2_5	GPD1_a_0_1_5 GPD1_a_1_2_5	10	610100	7.33	534200	656600	-0.117448348960868
GPD1_a_0_1_5	GPD1_a_1_2_5	GPD1_a_0_1_5 GPD1_a_1_2_5	12	702100	14.36	659500	735000	-0.139330625406328
GPD1_a_0_1_5	GPD1_a_2_1_5	GPD1_a_0_1_5 GPD1_a_2_1_5	4	726700	3.4	600500	939200	0.0598233186735102
GPD1_a_0_1_5	GPD1_a_2_1_5	GPD1_a_0_1_5 GPD1_a_2_1_5	8	434500	3.68	162700	554900	0.0538508407113027
GPD1_a_0_1_5	GPD1_a_2_1_5	GPD1_a_0_1_5 GPD1_a_2_1_5	10	252400	11.78	127100	304500	-0.122973694928877
GPD1_a_0_1_5	GPD1_a_2_1_5	GPD1_a_0_1_5 GPD1_a_2_1_5	10	645700	5.16	521700	700400	-0.0774258362152753
GPD1_a_0_1_5	GPD1_a_2_1_5	GPD1_a_0_1_5 GPD1_a_2_1_5	12	699000	19.37	666700	720600	-0.166832169028181
GPD1_a_0_1_5	GPD1_a_3_1_5	GPD1_a_0_1_5 GPD1_a_3_1_5	8	449000	3.34	103800	499200	0.0436168795322836
GPD1_a_0_1_5	GPD1_a_3_1_5	GPD1_a_0_1_5 GPD1_a_3_1_5	10	144000	22.05	114700	186500	-0.209960630874733
GPD1_a_0_1_5	GPD1_a_3_1_5	GPD1_a_0_1_5 GPD1_a_3_1_5	10	633300	9.87	526800	656400	-0.115192621659229
GPD1_a_0_1_5	GPD1_a_3_1_5	GPD1_a_0_1_5 GPD1_a_3_1_5	12	702200	11.99	670800	777400	-0.115377012123395
GPD1_a_0_1_5	GPD1_a_3_1_5	GPD1_a_0_1_5 GPD1_a_3_1_5	15	203900	2.99	58800	296900	0.0512518047314026
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	2	592600	3.03	378900	680700	0.0966508227109692
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	8	435400	5.29	394600	496800	0.0720288710505941
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	9	131800	3.07	56700	267300	0.0691428867728027
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	10	287700	11.85	251400	341100	-0.118190898030783
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	10	652100	9.37	610900	691400	-0.120777874395976
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	11	277300	3.28	162700	370800	0.0775437399799905
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	12	722500	18.4	685900	747100	-0.168809190480533
GPD1_a_0_1_5	GPD1_a_4_1_5	GPD1_a_0_1_5 GPD1_a_4_1_5	16	375700	3.01	278000	479300	0.0706429827349304
MTD1_a_0_1_1	MTD1_a_1_1_1	MTD1_a_0_1_1 MTD1_a_1_1_1	2	590700	4.69	532200	671100	0.0930576163339236
MTD1_a_0_1_1	MTD1_a_1_1_1	MTD1_a_0_1_1 MTD1_a_1_1_1	12	636100	7.71	606500	679400	-0.173816177848159
MTD1_a_0_1_1	MTD1_a_1_1_1	MTD1_a_0_1_1 MTD1_a_1_1_1	12	966000	22.15	944300	991100	0.548603253968959
MTD1_a_0_1_1	MTD1_a_1_1_1	MTD1_a_0_1_1 MTD1_a_1_1_1	13	591300	3.52	330100	676600	0.0496775153604107
MTD1_a_0_1_2	MTD1_a_1_1_2	MTD1_a_0_1_2 MTD1_a_1_1_2	2	155300	3.81	95700	356300	0.080523450533973
MTD1_a_0_1_2	MTD1_a_1_1_2	MTD1_a_0_1_2 MTD1_a_1_1_2	2	472000	4.53	425800	741100	0.100658776584704
MTD1_a_0_1_2	MTD1_a_1_1_2	MTD1_a_0_1_2 MTD1_a_1_1_2	7	647900	3.06	564200	761800	0.0505029316575901
MTD1_a_0_1_2	MTD1_a_1_1_2	MTD1_a_0_1_2 MTD1_a_1_1_2	12	667600	9.5	634300	714800	-0.147865963089344
MTD1_a_0_1_2	MTD1_a_1_1_2	MTD1_a_0_1_2 MTD1_a_1_1_2	12	962800	54.26	929400	978300	0.54629775762039
MTD1_a_0_1_2	MTD1_a_1_1_2	MTD1_a_0_1_2 MTD1_a_1_1_2	13	589900	4.58	432300	657300	0.076407610861057
MTD1_a_0_1_3	MTD1_a_1_1_3	MTD1_a_0_1_3 MTD1_a_1_1_3	11	260400	3.33	100400	330900	0.0615823087730406
MTD1_a_0_1_3	MTD1_a_1_1_3	MTD1_a_0_1_3 MTD1_a_1_1_3	12	649700	5.27	611800	730900	-0.116811301425805
MTD1_a_0_1_3	MTD1_a_1_1_3	MTD1_a_0_1_3 MTD1_a_1_1_3	12	930000	54.14	907700	955400	0.514598019262989
MTD1_a_0_1_3	MTD1_a_1_1_3	MTD1_a_0_1_3 MTD1_a_1_1_3	14	470600	2.85	344600	525000	0.0701111100856856
MTD1_a_0_1_3	MTD1_a_1_1_3	MTD1_a_0_1_3 MTD1_a_1_1_3	15	580600	4.67	263200	634000	0.0864905606393128
MTD1_a_0_1_4	MTD1_a_1_1_4	MTD1_a_0_1_4 MTD1_a_1_1_4	10	166100	4.28	48600	256300	-0.068683867938189
MTD1_a_0_1_4	MTD1_a_1_1_4	MTD1_a_0_1_4 MTD1_a_1_1_4	12	903100	69	892800	925600	0.542142132455
MTD1_a_0_1_4	MTD1_a_1_1_4	MTD1_a_0_1_4 MTD1_a_1_1_4	13	650300	3.58	507800	776800	0.0780112751065832
MTD1_a_0_1_4	MTD1_a_1_1_4	MTD1_a_0_1_4 MTD1_a_1_1_4	14	222200	3.77	164400	335800	0.0742522233625805
MTD1_a_0_1_4	MTD1_a_1_1_4	MTD1_a_0_1_4 MTD1_a_1_1_4	15	0	2.83	0	121600	0.0339465604275838
MTD1_a_0_1_4	MTD1_a_1_1_4	MTD1_a_0_1_4 MTD1_a_1_1_4	15	546800	3.24	461100	650300	0.0600024996697368
MTD1_a_0_1_5	MTD1_a_1_1_5	MTD1_a_0_1_5 MTD1_a_1_1_5	2	590700	2.82	359800	809600	0.0774287044562881
MTD1_a_0_1_5	MTD1_a_1_1_5	MTD1_a_0_1_5 MTD1_a_1_1_5	5	164000	3.28	92200	266900	0.0616487006368984
MTD1_a_0_1_5	MTD1_a_1_1_5	MTD1_a_0_1_5 MTD1_a_1_1_5	12	654800	20.83	635600	671600	-0.190078170194924
MTD1_a_0_1_5	MTD1_a_1_1_5	MTD1_a_0_1_5 MTD1_a_1_1_5	12	922000	85.79	890300	940800	0.510137358121788
UGP1_a_0_1_1	UGP1_aF_0_1_1	UGP1_a_0_1_1 UGP1_aF_0_1_1	12	743900	4.05	654000	811400	-0.0478335322939955
UGP1_a_0_1_1	UGP1_aF_0_1_1	UGP1_a_0_1_1 UGP1_aF_0_1_1	13	99900	3.08	0	219300	0.0617264221091596
UGP1_a_0_1_1	UGP1_aF_0_1_1	UGP1_a_0_1_1 UGP1_aF_0_1_1	15	579300	4.7	467300	654500	-0.103462969771515
UGP1_a_0_1_1	UGP1_a_1_1_1	UGP1_a_0_1_1 UGP1_a_1_1_1	4	1123400	2.98	690800	1316600	0.0343560842260272
UGP1_a_0_1_1	UGP1_a_1_1_1	UGP1_a_0_1_1 UGP1_a_1_1_1	5	98500	2.84	17700	259100	0.0631157916703419
UGP1_a_0_1_1	UGP1_a_1_1_1	UGP1_a_0_1_1 UGP1_a_1_1_1	12	688800	20.79	651400	708100	-0.20668321093329
UGP1_a_0_1_1	UGP1_a_1_1_1	UGP1_a_0_1_1 UGP1_a_1_1_1	13	61700	3.19	0	195200	-0.0683259581254981
UGP1_a_0_1_2	UGP1_aF_0_1_2	UGP1_a_0_1_2 UGP1_aF_0_1_2	5	32400	3.13	0	90200	0.000657715045371182
UGP1_a_0_1_2	UGP1_aF_0_1_2	UGP1_a_0_1_2 UGP1_aF_0_1_2	13	72700	5.9	0	113400	0.106156414827597
UGP1_a_0_1_2	UGP1_a_1_1_2	UGP1_a_0_1_2 UGP1_a_1_1_2	5	140500	5.09	46700	179800	0.115504835153849
UGP1_a_0_1_2	UGP1_a_1_1_2	UGP1_a_0_1_2 UGP1_a_1_1_2	8	474200	2.97	407600	554900	0.0450385562272915
UGP1_a_0_1_2	UGP1_a_1_1_2	UGP1_a_0_1_2 UGP1_a_1_1_2	10	131100	4.26	0	174400	0.071775822555656
UGP1_a_0_1_2	UGP1_a_1_1_2	UGP1_a_0_1_2 UGP1_a_1_1_2	10	345500	5.4	302400	397100	0.119800227237194
UGP1_a_0_1_2	UGP1_a_1_1_2	UGP1_a_0_1_2 UGP1_a_1_1_2	12	671200	16.71	630600	705800	-0.173997654922033
UGP1_a_0_1_2	UGP1_a_1_1_2	UGP1_a_0_1_2 UGP1_a_1_1_2	14	242700	4.71	122000	388000	0.093211424479774
UGP1_a_0_1_2	UGP1_a_1_1_2	UGP1_a_0_1_2 UGP1_a_1_1_2	15	557000	5.37	512800	627300	0.106750506621023
UGP1_a_0_1_3	UGP1_aF_0_1_3	UGP1_a_0_1_3 UGP1_aF_0_1_3	5	63100	3.14	0	136600	0.00600273671291074
UGP1_a_0_1_3	UGP1_aF_0_1_3	UGP1_a_0_1_3 UGP1_aF_0_1_3	13	95700	4.12	0	163300	0.105907690163895
UGP1_a_0_1_3	UGP1_a_1_1_3	UGP1_a_0_1_3 UGP1_a_1_1_3	4	1085600	6.22	997600	1155200	0.113128555605182
UGP1_a_0_1_3	UGP1_a_1_1_3	UGP1_a_0_1_3 UGP1_a_1_1_3	12	711800	13.08	683700	735900	-0.127916395105407
UGP1_a_0_1_3	UGP1_a_1_1_3	UGP1_a_0_1_3 UGP1_a_1_1_3	15	567300	15.58	523600	593800	0.145539690782152
UGP1_a_0_1_4	UGP1_aF_0_1_4	UGP1_a_0_1_4 UGP1_aF_0_1_4	13	122600	4.55	50900	189300	0.104128096802797
UGP1_a_0_1_4	UGP1_aF_0_1_4	UGP1_a_0_1_4 UGP1_aF_0_1_4	15	171700	4.36	121200	240100	-0.0672372918930639
UGP1_a_0_1_4	UGP1_aF_0_1_4	UGP1_a_0_1_4 UGP1_aF_0_1_4	15	350800	4.97	294700	407500	-0.0814818367791722
UGP1_a_0_1_4	UGP1_a_1_1_4	UGP1_a_0_1_4 UGP1_a_1_1_4	8	518900	3.06	385600	554900	0.0979713044553918
UGP1_a_0_1_4	UGP1_a_1_1_4	UGP1_a_0_1_4 UGP1_a_1_1_4	10	341800	4.69	284400	391500	0.0824676131111209
UGP1_a_0_1_4	UGP1_a_1_1_4	UGP1_a_0_1_4 UGP1_a_1_1_4	10	698300	6.07	607900	741700	0.0796480909473567
UGP1_a_0_1_4	UGP1_a_1_1_4	UGP1_a_0_1_4 UGP1_a_1_1_4	12	681000	17.98	649100	721500	-0.219175071252226
UGP1_a_0_1_4	UGP1_a_1_1_4	UGP1_a_0_1_4 UGP1_a_1_1_4	13	51500	4.46	0	110300	-0.103672715154787
UGP1_a_0_1_4	UGP1_a_1_1_4	UGP1_a_0_1_4 UGP1_a_1_1_4	15	789900	3.21	578500	842900	0.0692342718059775
UGP1_a_0_1_5	UGP1_aF_0_1_5	UGP1_a_0_1_5 UGP1_aF_0_1_5	4	1123400	3.97	1083800	1184000	-0.0310680715703365
UGP1_a_0_1_5	UGP1_aF_0_1_5	UGP1_a_0_1_5 UGP1_aF_0_1_5	13	128200	5.74	60100	197300	0.0850187697500109
UGP1_a_0_1_5	UGP1_a_1_1_5	UGP1_a_0_1_5 UGP1_a_1_1_5	5	141300	4.81	94900	200100	0.0968093027893827
UGP1_a_0_1_5	UGP1_a_1_1_5	UGP1_a_0_1_5 UGP1_a_1_1_5	8	202400	2.97	144800	317400	0.0686085981426131
UGP1_a_0_1_5	UGP1_a_1_1_5	UGP1_a_0_1_5 UGP1_a_1_1_5	12	291200	2.93	192500	414900	0.0533698493073741
UGP1_a_0_1_5	UGP1_a_1_1_5	UGP1_a_0_1_5 UGP1_a_1_1_5	12	729200	12.58	644300	761400	-0.118373909318426
UGP1_a_0_1_5	UGP1_a_1_1_5	UGP1_a_0_1_5 UGP1_a_1_1_5	15	555200	5.66	484000	614900	0.0926324403471522
UGP1_aF_0_1_1	UGP1_a_0_1_1	UGP1_aF_0_1_1 UGP1_a_0_1_1	12	743900	4.05	654000	811400	0.0478335322939955
UGP1_aF_0_1_1	UGP1_a_0_1_1	UGP1_aF_0_1_1 UGP1_a_0_1_1	13	99900	3.08	0	219300	-0.0617264221091596
UGP1_aF_0_1_1	UGP1_a_0_1_1	UGP1_aF_0_1_1 UGP1_a_0_1_1	15	579300	4.7	467300	654500	0.103462969771515
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	2	640400	5.78	596800	664800	0.0939981437204541
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	4	1143800	4.8	1053200	1232900	0.0668648926540313
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	5	147200	5.28	102800	207000	0.0704293474459841
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	7	113200	3.57	56900	160600	0.0671621975749113
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	8	169400	4.18	123100	294700	0.073048804842849
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	8	516000	4.44	491100	554900	0.0671491379460966
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	12	686500	11.83	637800	706200	-0.148972947898676
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	13	98300	10.75	81900	149200	-0.121793800626219
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	14	279600	2.92	156800	381100	0.0613381800137939
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	15	181700	4.83	144400	217400	-0.0898962897875852
UGP1_aF_0_1_1	UGP1_a_1_1_1	UGP1_aF_0_1_1 UGP1_a_1_1_1	15	577900	10.61	480200	607400	0.124717433409704
UGP1_aF_0_1_2	UGP1_a_0_1_2	UGP1_aF_0_1_2 UGP1_a_0_1_2	5	32400	3.13	0	90200	-0.000657715045371182
UGP1_aF_0_1_2	UGP1_a_0_1_2	UGP1_aF_0_1_2 UGP1_a_0_1_2	13	72700	5.9	0	113400	-0.106156414827597
UGP1_aF_0_1_2	UGP1_a_1_1_2	UGP1_aF_0_1_2 UGP1_a_1_1_2	5	128400	2.84	57700	265600	0.0766556405326028
UGP1_aF_0_1_2	UGP1_a_1_1_2	UGP1_aF_0_1_2 UGP1_a_1_1_2	10	347600	5.42	280300	419300	0.0989501074310917
UGP1_aF_0_1_2	UGP1_a_1_1_2	UGP1_aF_0_1_2 UGP1_a_1_1_2	12	694300	14.69	661500	721100	-0.168003172998373
UGP1_aF_0_1_2	UGP1_a_1_1_2	UGP1_aF_0_1_2 UGP1_a_1_1_2	13	72100	12.94	38200	101500	-0.147611080248203
UGP1_aF_0_1_2	UGP1_a_1_1_2	UGP1_aF_0_1_2 UGP1_a_1_1_2	14	292200	4.08	243900	378200	0.0831071336254107
UGP1_aF_0_1_2	UGP1_a_1_1_2	UGP1_aF_0_1_2 UGP1_a_1_1_2	15	193900	2.99	127500	254800	-0.0605376680517001
UGP1_aF_0_1_2	UGP1_a_1_1_2	UGP1_aF_0_1_2 UGP1_a_1_1_2	15	555100	7.46	503900	681500	0.101705713472595
UGP1_aF_0_1_3	UGP1_a_0_1_3	UGP1_aF_0_1_3 UGP1_a_0_1_3	5	63100	3.14	0	136600	-0.00600273671291074
UGP1_aF_0_1_3	UGP1_a_0_1_3	UGP1_aF_0_1_3 UGP1_a_0_1_3	13	95700	4.12	0	163300	-0.105907690163895
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	2	536800	2.98	471400	681900	0.0870884755097225
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	4	1085700	13.18	1060200	1119400	0.136998141253204
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	5	65800	7.1	40100	111200	0.0322295149914894
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	11	377000	4.13	299900	435000	-0.0578929559660869
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	12	718900	3.66	653100	855000	-0.0980087899687317
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	13	98500	3.58	0	191800	-0.0894617675059785
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	15	557000	24.4	542300	581200	0.195887457821082
UGP1_aF_0_1_3	UGP1_a_1_1_3	UGP1_aF_0_1_3 UGP1_a_1_1_3	16	20900	3.4	0	71500	-0.109320504837171
UGP1_aF_0_1_4	UGP1_a_0_1_4	UGP1_aF_0_1_4 UGP1_a_0_1_4	13	122600	4.55	50900	189300	-0.104128096802797
UGP1_aF_0_1_4	UGP1_a_0_1_4	UGP1_aF_0_1_4 UGP1_a_0_1_4	15	171700	4.36	121200	240100	0.0672372918930639
UGP1_aF_0_1_4	UGP1_a_0_1_4	UGP1_aF_0_1_4 UGP1_a_0_1_4	15	350800	4.97	294700	407500	0.0814818367791722
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	2	747600	3.01	480600	809600	0.0623673561507964
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	4	1228600	5.75	1146200	1283000	0.0727475836160702
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	5	64900	2.92	16300	162100	0.0490891744219465
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	10	310300	6.86	282700	363900	0.114875873670755
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	10	665400	3.36	576800	741700	0.0582682584311852
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	12	684600	20.37	665000	720600	-0.217561878172207
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	13	64600	13.26	35600	111100	-0.156979716692778
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	14	152700	3.69	95500	234300	0.0843335657965925
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	15	33900	4.01	0	116000	0.0609019417995437
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	15	407600	8.38	334800	442400	0.109276381810112
UGP1_aF_0_1_4	UGP1_a_1_1_4	UGP1_aF_0_1_4 UGP1_a_1_1_4	15	602700	6.74	556000	636500	0.131024980445219
UGP1_aF_0_1_5	UGP1_a_0_1_5	UGP1_aF_0_1_5 UGP1_a_0_1_5	4	1123400	3.97	1083800	1184000	0.0310680715703365
UGP1_aF_0_1_5	UGP1_a_0_1_5	UGP1_aF_0_1_5 UGP1_a_0_1_5	13	128200	5.74	60100	197300	-0.0850187697500109
UGP1_aF_0_1_5	UGP1_a_1_1_5	UGP1_aF_0_1_5 UGP1_a_1_1_5	4	1123400	9.49	1114100	1168100	0.0640647308751697
UGP1_aF_0_1_5	UGP1_a_1_1_5	UGP1_aF_0_1_5 UGP1_a_1_1_5	5	142500	6.11	110900	210600	0.101095562523301
UGP1_aF_0_1_5	UGP1_a_1_1_5	UGP1_aF_0_1_5 UGP1_a_1_1_5	12	729600	9.22	704600	751200	-0.116767778635544
UGP1_aF_0_1_5	UGP1_a_1_1_5	UGP1_aF_0_1_5 UGP1_a_1_1_5	13	94100	11.25	74300	114500	-0.147825897963965
UGP1_aF_0_1_5	UGP1_a_1_1_5	UGP1_aF_0_1_5 UGP1_a_1_1_5	15	568200	14.05	532400	613600	0.14510443691388
CTS1_a_1_1_1	CTS1_a_2_1_1	CTS1_a_1_1_1 CTS1_a_2_1_1	4	133500	2.88	0	260500	-0.0480241537574595
CTS1_a_1_1_1	CTS1_a_2_1_1	CTS1_a_1_1_1 CTS1_a_2_1_1	7	516600	4.5	420800	558000	-0.0720633136643527
CTS1_a_1_1_1	CTS1_a_2_1_1	CTS1_a_1_1_1 CTS1_a_2_1_1	7	959800	4.16	852400	1032300	-0.076034159378548
CTS1_a_1_1_1	CTS1_a_2_1_1	CTS1_a_1_1_1 CTS1_a_2_1_1	15	568200	6.11	522300	614700	0.115557795795609
CTS1_a_1_1_2	CTS1_a_2_1_2	CTS1_a_1_1_2 CTS1_a_2_1_2	4	131100	4.22	0	324800	-0.0820915755766675
CTS1_a_1_1_2	CTS1_a_2_1_2	CTS1_a_1_1_2 CTS1_a_2_1_2	7	905100	5.54	671400	969000	-0.0839568040868478
CTS1_a_1_1_2	CTS1_a_2_1_2	CTS1_a_1_1_2 CTS1_a_2_1_2	14	485000	3.07	337100	639700	0.053710946766183
CTS1_a_1_1_2	CTS1_a_2_1_2	CTS1_a_1_1_2 CTS1_a_2_1_2	15	554900	5.56	513500	676000	0.101250160366445
CTS1_a_1_1_3	CTS1_a_2_1_3	CTS1_a_1_1_3 CTS1_a_2_1_3	8	202000	3.8	44200	281300	-0.0683941819926672
CTS1_a_1_1_3	CTS1_a_2_1_3	CTS1_a_1_1_3 CTS1_a_2_1_3	15	548500	7	493400	620900	0.0979663079396267
CTS1_a_1_1_4	CTS1_a_2_1_4	CTS1_a_1_1_4 CTS1_a_2_1_4	1	194600	3.25	125800	207800	-0.100376553312843
CTS1_a_1_1_4	CTS1_a_2_1_4	CTS1_a_1_1_4 CTS1_a_2_1_4	7	448100	2.9	251000	668700	-0.0643398870260847
CTS1_a_1_1_4	CTS1_a_2_1_4	CTS1_a_1_1_4 CTS1_a_2_1_4	10	570200	3.81	307000	637900	0.0875298225254872
CTS1_a_1_1_4	CTS1_a_2_1_4	CTS1_a_1_1_4 CTS1_a_2_1_4	13	113200	3.34	0	172300	-0.0704430897694748
CTS1_a_1_1_4	CTS1_a_2_1_4	CTS1_a_1_1_4 CTS1_a_2_1_4	14	455500	5.77	414300	482200	0.0952525830086879
CTS1_a_1_1_4	CTS1_a_2_1_4	CTS1_a_1_1_4 CTS1_a_2_1_4	15	154400	4.15	95900	194100	-0.0722313313410538
CTS1_a_1_1_4	CTS1_a_2_1_4	CTS1_a_1_1_4 CTS1_a_2_1_4	15	541300	15.3	489100	598100	0.138802116650055
CTS1_a_1_1_5	CTS1_a_2_1_5	CTS1_a_1_1_5 CTS1_a_2_1_5	4	90500	3.47	0	225500	-0.0608443332414687
CTS1_a_1_1_5	CTS1_a_2_1_5	CTS1_a_1_1_5 CTS1_a_2_1_5	8	113300	4.88	68000	215700	-0.101427386210086
CTS1_a_1_1_5	CTS1_a_2_1_5	CTS1_a_1_1_5 CTS1_a_2_1_5	10	521500	3.15	473400	668400	0.0886760123233054
CTS1_a_1_1_5	CTS1_a_2_1_5	CTS1_a_1_1_5 CTS1_a_2_1_5	15	541300	6.81	488700	605400	0.112138573895002
CYC1_a_1_1_1	CYC1_a_2_1_1	CYC1_a_1_1_1 CYC1_a_2_1_1	15	1014600	3.13	968200	1074300	-0.0366794771242951
CYC1_a_1_1_2	CYC1_a_2_1_2	CYC1_a_1_1_2 CYC1_a_2_1_2	9	0	4.13	0	50200	-0.0809226281494026
