target_id	length	eff_length	est_counts	tpm
YEL033W	420	221	136	11.4019
YMR196W	3267	3068	2335	14.1014
YOR205C	1671	1472	2091	26.3194
YLR299W	1983	1784	1505	15.6305
YER056C	1602	1403	25164.1	332.318
YBR188C	423	224	518	42.8461
YHR178W	2232	2033	1087	9.90654
YOR195W	2466	2267	3999	32.6836
YER114C	3123	2924	3800	24.0789
YOR192C-C	237	44.1265	57	23.9334
YJL191W	417	218	4201	357.048
YGL258W	621	422	45	1.97574
YIL002C	2841	2642	3233	22.6727
YDR518W	1554	1355	3519	48.1183
YKR021W	2748	2549	2258	16.4129
YLR328W	1206	1007	2952	54.3146
YKL173W	3027	2828	3831	25.0994
YBL003C	399	200	11983	1110.11
YNR013C	2685	2486	4982	37.1307
YJR077C	936	737	7795	195.965
YDR376W	1482	1283	2245	32.4205
YJL120W	324	125.002	1	0.148222
YPR078C	1119	920	10.5844	0.213161
YGL058W	519	320	2119	122.691
YFL005W	648	449	5320	219.531
YMR284W	1809	1610	1285	14.7879
YML061C	2580	2381	3262	25.3837
YJL139C	1287	1088	1421	24.1989
Q0045	1605	1406	265.964	3.50483
YDL129W	876	677	811	22.1954
YLR449W	1179	980	11762	222.375
YAL037C-B	975	776	62	1.48033
YLR021W	540	341	1098	59.6593
YDL007W	1314	1115	12743	211.752
YOR145C	825	626	8604	254.657
YMR317W	3423	3224	60	0.344815
YKR069W	1782	1583	1918	22.449
YOR287C	903	704	2157	56.7685
YIL122W	1056	857	538	11.6314
YHR071C-A	321	122.003	20	3.03731
YPL218W	573	374	10261	508.333
YGR296C-B	483	284	2.20382	0.143777
YPR037C	591	392	1629	76.9954
YLR080W	1335	1136	477	7.77983
YJR149W	1215	1016	554	10.1029
YJL145W	885	686	4537	122.539
YKL036C	393	194	8	0.764044
YPR198W	1632	1433	3179	41.1031
YNR052C	1302	1103	3879.41	65.1659
YHR098C	2790	2591	7819	55.9131
YOR244W	1338	1139	2039	33.1683
YMR314W	705	506	6602	241.744
YLR173W	1827	1628	1158	13.1791
YHR190W	1335	1136	10275	167.584
YPL097W	1479	1280	1187	17.1819
YNL115C	1935	1736	2259	24.11
YLR103C	1953	1754	1738	18.359
YBR112C	2901	2702	6100.65	41.8331
YNL247W	2304	2105	19647	172.932
YLR123C	330	131.001	23.0209	3.25595
YOR345C	351	152	3	0.365685
YNR065C	3351	3152	2189.59	12.8708
YER014C-A	462	263	0	0
YKL132C	1293	1094	731	12.3803
YPL222W	2067	1868	927	9.1946
YKL012W	1752	1553	3135	37.4021
YLR395C	237	44.1265	1153	484.127
YHR141C	321	122.003	25272.5	3838.01
YAL041W	2565	2366	3786	29.648
YBL052C	2496	2297	4416	35.6203
YCL045C	2283	2084	11149	99.1216
YNL011C	1335	1136	948	15.4618
YDL135C	609	410	3222	145.603
YMR237W	2175	1976	5641	52.8931
Q0032	291	92.1144	1	0.201142
YOR020W-A	273	74.5993	279	69.2946
YOR054C	2025	1826	1903.14	19.3108
YMR158C-A	138	11.5331	0	0
Q0070	1893	1694	33.7338	0.368962
YGR214W	759	560	65847.8	2178.63
YIR021W-A	213	30.0561	0	0
YGR046W	1158	959	1567	30.2747
YGR224W	1842	1643	139	1.5675
YMR130W	909	710	1961	51.174
YLR455W	915	716	1753	45.3627
YDR308C	423	224	919	76.0147
YJL153C	1602	1403	578	7.63309
YGL259W	498	299	19.7137	1.22159
YKR036C	1932	1733	3380	36.1367
YIR030W-A	384	185	0	0
YDR320C	2007	1808	1877	19.2352
YIL047C-A	369	170	700.918	76.3921
YBR035C	687	488	5870	222.868
YCR002C	969	770	4803	115.572
YOR192C-A	1317	1118	0	0
YDR244W	1839	1640	2580	29.1478
YAL016W	1908	1709	8906	96.5541
YER097W	330	131.001	22	3.11156
Q0275	810	611	0	0
YPR093C	867	668	599	16.6142
YMR239C	1416	1217	3854	58.6747
YLR163C	1389	1190	3396	52.875
YDL072C	612	413	3945	176.981
YPL190C	2409	2210	5408.09	45.34
YHR199C-A	222	34.6815	132	70.5189
YER059W	1263	1064	1509	26.2771
YBR207W	1398	1199	3322	51.3346
YIL049W	762	563	924	30.4084
YBR069C	1860	1661	16132	179.949
YML073C	531	332	35314.3	1970.8
YLR084C	3663	3464	5166	27.6316
YGL215W	1359	1160	5691	90.8993
YPR066W	900	701	395	10.4402
YOR135C	342	143	2	0.259133
YNL202W	879	680	287	7.81993
YOR161C-C	147	12.6175	0	0
YPL143W	324	125.002	31570	4679.37
YLR099C	1185	986	944	17.7388
YDR092W	462	263	1960	138.08
YOR080W	2199	2000	1835	16.9995
YNL277W-A	189	20.9989	0	0
YCL073C	1848	1649	4.93548	0.0554548
YNL133C	522	323	572	32.8113
YJL053W	1140	941	1817	35.7763
YJL167W	1059	860	18820	405.463
YIL097W	1551	1352	604	8.27733
YOR198C	1413	1214	14691	224.214
YNR025C	360	161	4	0.460324
YLR014C	2715	2516	2192	16.1421
YLL065W	351	152	0	0
YNL101W	2142	1943	3914	37.3231
YGL241W	3015	2816	2898	19.0676
YML055W	537	338	1830	100.315
YHR143W-A	213	30.0561	1713	1055.98
YLL050C	432	233	12809	1018.57
YFL052W	1398	1199	25	0.386323
YML035C	2433	2234	4707	39.0383
YGR133W	552	353	378	19.8402
YDR357C	369	170	693	75.5291
YDR023W	1389	1190	38121	593.536
YDR006C	2706	2507	5182	38.2977
YPL280W	714	515	26.4271	0.950762
YNL256W	2475	2276	7085	57.6763
YML100W	3297	3098	3987	23.8449
YHR197W	2292	2093	6933	61.3737
YER098W	2265	2066	595	5.33601
YDR401W	564	365	19	0.964474
YNL325C	2640	2441	1477	11.211
YDL244W	1023	824	78.8948	1.77399
YGL204C	306	107.022	183	31.6817
YBR128C	1035	836	143	3.16927
YGL168W	333	134.001	0	0
YFR010W-A	189	20.9989	0	0
YPL258C	1656	1457	536	6.81609
YDR540C	540	341	192	10.4322
YNL216W	2484	2285	4840	39.2454
YIL036W	1764	1565	2218	26.2589
YDL082W	600	401	29298.8	1353.74
YJL215C	360	161	72	8.28584
YOR282W	321	122.003	1	0.151865
YPL096C-A	207	27.3759	51	34.5169
YLR307W	906	707	49	1.28412
YML119W	1074	875	1544	32.6941
YPL273W	978	779	14825.9	352.625
YCL066W	528	329	3.5	0.197107
YPL201C	1386	1187	69	1.07703
YLR046C	813	614	455	13.7301
YDR316W-A	1323	1124	0.00908054	0.000149684
YHR003C	1290	1091	3917	66.521
YFL019C	354	155	7	0.836751
YKR085C	588	389	1525	72.6357
YPL025C	558	359	23	1.18703
YPR041W	1218	1019	15746	286.303
YJL050W	3222	3023	15752	96.5445
YHR171W	1893	1694	572	6.25623
YLR154C-G	150	13.0193	0	0
YLR051C	654	455	3730	151.889
YER116C	825	626	664	19.6528
YOR136W	1110	911	10086	205.131
YOL086W-A	273	74.5993	359	89.1641
YBL113C	2379	2180	2153.19	18.3002
YOR202W	663	464	3287	131.254
YPR016W-A	261	63.4937	0	0
YHR219C-A	483	284	0	0
YLR364W	330	131.001	134	18.9522
YNL054W	3498	3299	2852	16.0176
YGR137W	375	176	777.486	81.8483
YBR153W	735	536	1209	41.7918
YGR142W	1233	1034	1067	19.1194
YOL023W	2031	1832	1142	11.5497
YKL186C	555	356	1906	99.198
YOL165C	432	233	7.51955	0.597952
YDR221W	2109	1910	2845	27.5981
YGR264C	2256	2057	24325	219.103
YDL184C	78	7.21013	0	0
YDR206W	2655	2456	6046	45.611
YKL198C	1989	1790	1364	14.1186
YLR112W	420	221	235	19.7018
YBL037W	3078	2879	1907	12.2727
YDR504C	384	185	110	11.0167
YBL083C	426	227	219.913	17.9496
YJR152W	1632	1433	568	7.34399
YPR042C	3228	3029	1539.43	9.41655
YBR191W-A	75	7.07558	0	0
YBR085W	924	725	521	13.3146
YDR215C	414	215	0	0
YKL076C	384	185	321.842	32.233
YER068C-A	432	233	3	0.238559
YKL106W	1356	1157	4186	67.0341
YBR281C	2637	2438	3384	25.7174
YDL153C	1833	1634	11540	130.853
YBL078C	354	155	280	33.47
YDL150W	1269	1070	4881	84.5191
YLL001W	2274	2075	2422	21.6265
YOL136C	1194	995	4189	78.0041
YER036C	1833	1634	31693	359.37
YGL052W	306	107.022	2	0.346248
YDR398W	1932	1733	9881	105.641
YNL168C	780	581	2299	73.315
YGR038W	669	470	1467	57.8312
YIL077C	963	764	897	21.7535
YDR053W	396	197	0	0
YKR031C	5052	4853	4180	15.9586
YMR153W	1428	1229	3167	47.7448
YPL266W	957	758	5590	136.638
YPL279C	1128	929	860.269	17.1573
YPL264C	1062	863	435	9.33917
YHR132C	1293	1094	5984	101.345
YER115C	576	377	672	33.0261
YLR336C	2700	2501	5451	40.3824
YDR101C	1782	1583	11984	140.266
YDR441C	546	347	720	38.4444
YMR121C	615	416	1804.56	80.3725
YHL014C	1218	1019	871	15.837
YIL054W	318	119.005	0	0
YMR312W	822	623	2154	64.0601
YMR164C	2277	2078	1379.59	12.3008
YOR382W	462	263	358	25.2207
YLR141W	1092	893	602	12.4904
YOR214C	711	512	4	0.14475
YJL030W	591	392	1101	52.0393
YDR410C	720	521	1566	55.6909
YDR498C	1152	953	1685	32.7595
YJR096W	849	650	1501	42.7856
YOR335C	2877	2678	30922	213.938
YGL059W	1476	1277	1472	21.3573
YNL017C	339	140	1	0.132343
YMR051C	1323	1124	0	0
YNL087W	3537	3338	11616	64.4763
YHR015W	1980	1781	323	3.36023
YJL177W	555	356	34777	1809.97
YDR502C	1155	956	16113.1	312.285
YGL037C	651	452	9091	372.652
YDR359C	2949	2750	2543	17.1334
YLR073C	603	404	1551	71.1312
YLR227W-B	5268	5069	33720.4	123.254
YAR018C	1308	1109	1184	19.7811
YJR076C	1248	1049	5960	105.269
YCR105W	1086	887	93	1.94263
YJR057W	651	452	1339	54.8873
YOR112W	2286	2087	2338	20.7564
YKL045W	1587	1388	2613	34.8803
YBR121C-A	159	14.3664	0	0
YBR258C	429	230	355	28.5977
YHR162W	390	191	8203	795.737
YPR074C	2043	1844	50000	502.388
YFR020W	699	500	466	17.2682
YLR262C-A	195	22.8744	1108	897.472
YML013W	1755	1556	1780	21.1953
YGR014W	3921	3722	7186	35.7718
YGR217W	6120	5921	2718	8.5052
YPL003W	1389	1190	1043	16.2393
YLR017W	1014	815	6325	143.791
YML089C	369	170	2	0.217977
YLR297W	390	191	507	49.1818
YNL165W	1221	1022	1134	20.5585
YDL169C	672	473	120	4.70057
YMR319C	1659	1460	2836	35.9901
YMR119W-A	375	176	210.78	22.1894
YEL014C	306	107.022	0	0
YDL127W	927	728	1215	30.9225
YDL136W	363	164	18914	2136.83
YOR152C	771	572	320	10.3653
YDL216C	1323	1124	525	8.65412
YBR068C	1830	1631	22698	257.848
YFR028C	1656	1457	5201	66.1389
YHR126C	480	281	5	0.329681
YHR008C	702	503	5408	199.204
YDR261C-C	1323	1124	0	0
YOL001W	882	683	1044	28.3211
YML111W	2763	2564	3211	23.2034
YMR016C	2358	2159	3511	30.1306
YKL023W	834	635	1476	43.0668
YBL017C	4740	4541	10065.6	41.0693
YBR133C	2484	2285	3692	29.9368
YGR229C	1518	1319	11999	168.551
YDR015C	240	46.2784	0	0
YOR092W	1842	1643	2971	33.5039
YJL127C	1923	1724	1333	14.3259
YER138W-A	105	8.69459	0	0
YNR010W	450	251	351	25.9098
YDR047W	1089	890	4984	103.757
YJR119C	2187	1988	1018	9.48771
YPL001W	1125	926	1471	29.4328
YER078W-A	165	15.3999	1	1.20313
YMR247W-A	144	12.2368	0	0
YOR381W	2136	1937	583	5.57659
YBR159W	1044	845	9661	211.834
YDR249C	1122	923	801	16.0791
YGR158C	753	554	2551	85.316
YOR350C	1992	1793	1355	14.002
YOR210W	213	30.0561	676	416.72
YNL105W	429	230	0	0
YKL174C	1857	1658	3479	38.8776
YLR058C	1410	1211	19632	300.366
YLR403W	2052	1853	3846	38.456
YLR028C	1776	1577	13325	156.554
YLR286C	1689	1490	51765	643.695
YDL044C	1323	1124	980	16.1544
YBR274W	1584	1385	1656	22.1534
YEL032C-A	162	14.8683	0	0
YER081W	1410	1211	5223.48	79.9183
YMR179W	2277	2078	2053	18.3052
YNL305C	894	695	1180	31.4577
YDR148C	1392	1193	5197	80.7128
YCR081C-A	237	44.1265	1	0.419885
YER067C-A	324	125.002	2	0.296444
YJL059W	1227	1028	793	14.2926
YEL044W	501	302	1584	97.1803
YIL130W	2895	2696	6171	42.4097
YFR052C-A	306	107.022	681	117.897
YGL108C	423	224	697	57.652
YBL066C	3447	3248	1629	9.29255
YBL051C	2007	1808	4569	46.8223
YGL023C	1908	1709	3475	37.6741
YOR351C	1494	1295	4	0.0572295
YFR035C	345	146	6	0.761427
YDR042C	603	404	110	5.04477
YJR068W	1062	863	3430	73.6399
YDL168W	1161	962	5480	105.544
YBR020W	1587	1388	303	4.04467
YDL049C	807	608	585	17.8272
YAL019W	3396	3197	6615	38.3369
YDR484W	1926	1727	1616	17.3372
YEL037C	1197	998	7990	148.336
YDL114W	927	728	11	0.279957
YCL027W	1539	1340	1846	25.5245
YBR273C	1311	1112	2624	43.7209
YHR139C-A	312	113.011	1	0.16395
YIL062C	465	266	3006	209.381
YML091C	3609	3410	2383	12.9479
YCL021W-A	378	179	218	22.5649
YAL017W	4071	3872	2669	12.7715
YOR372C	1665	1466	2104.22	26.5942
YGL098W	738	539	961	33.0343
YDL209C	1020	821	1259	28.4127
YMR199W	1641	1442	2703	34.7305
YNL329C	3093	2894	2951	18.893
YJL022W	309	110.015	2	0.336827
YCR093W	6327	6128	8587	25.9629
YMR300C	1533	1334	6165	85.6263
YLR159C-A	132	10.8985	0	0
YCR039C	633	434	930	39.703
YBL053W	375	176	2	0.210546
YLR008C	507	308	2483	149.367
YIL107C	2484	2285	1287	10.4357
YIL057C	495	296	6	0.375569
YGL136C	963	764	999	24.2271
YBL107W-A	105	8.69459	0	0
YHR024C	1449	1250	4079	60.4608
YLR120C	1710	1511	2835	34.7631
YGR211W	1461	1262	7727	113.444
YPR089W	2667	2468	4830	36.2603
YML007W	1953	1754	7480	79.0136
YEL030C-A	315	116.007	1	0.159715
YPL039W	951	752	1040	25.6239
YGL041C-B	183	19.3378	0	0
YHR120W	2880	2681	2308	15.9503
YLR237W	1797	1598	1730.12	20.0599
YCL076W	744	545	0	0
YBL007C	3735	3536	9726	50.9626
YFL034C-A	369	170	3339	363.913
YMR194W	303	104.031	9544.06	1699.81
YGR068C	1761	1562	1223	14.5069
YNR064C	873	674	47	1.29202
YBR301W	363	164	4.31909	0.487954
YPL075W	2358	2159	5278	45.2946
YPL017C	1500	1301	195	2.77707
YGR163W	1026	827	2938	65.8228
YML004C	981	782	7052	167.084
YNL097W-A	156	13.8921	0	0
YDR108W	2097	1898	2159	21.0759
YMR202W	669	470	9967	392.913
YGR292W	1755	1556	48	0.57156
YOR140W	2301	2102	1455	12.8251
YHR172W	2472	2273	1414	11.526
YBR266C	453	254	4	0.29178
YKL102C	306	107.022	1	0.173124
YDR034C-D	5313	5114	4260.51	15.4359
YEL029C	939	740	1646	41.2124
YNL267W	3201	3002	5435	33.5443
YDR058C	981	782	583	13.8131
YLR250W	705	506	3705	135.665
YHR053C	186	20.1432	5.5	5.05899
YGR245C	2304	2105	13230	116.45
YKR066C	1086	887	7770	162.303
YNL040W	1371	1172	2658	42.0201
YGL161C	933	734	3147	79.4384
YIL003W	882	683	1382	37.4902
YMR105W-A	195	22.8744	1	0.809993
YPR144C	1659	1460	5504	69.8483
YHR214W-A	486	287	151.749	9.79659
YOR359W	1572	1373	3266	44.0733
YFL055W	1677	1478	272	3.40977
YDR524W-C	90	7.80345	0	0
YGR070W	3468	3269	980	5.55445
YGR181W	318	119.005	562	87.4987
YIL086C	309	110.015	7	1.17889
YPL029W	2214	2015	2202	20.2475
YGL102C	429	230	16	1.28891
YER007C-A	546	347	4475	238.943
YLR116W	1431	1232	1702	25.5964
YAL047W-A	330	131.001	5	0.707173
YDR197W	1170	971	1160	22.1345
YJR144W	810	611	3609	109.44
YPL224C	1455	1256	1735	25.5941
YPL172C	1389	1190	1268	19.7425
YMR083W	1128	929	17300	345.033
YGR086C	1020	821	19695	444.47
YMR156C	717	518	396	14.1643
YHR205W	2475	2276	3504	28.5247
YOL013W-A	192	21.9082	115	97.2571
YGR281W	4434	4235	5746	25.1387
YCR048W	1833	1634	3251	36.8634
YKL182W	6156	5957	59315	184.487
YDL065C	1029	830	2773	61.9016
YPR201W	1215	1016	157	2.8631
YLR154W-E	204	26.1481	1	0.708581
YMR126C	1029	830	1056	23.5731
YDR175C	960	761	1755	42.729
YEL059W	309	110.015	1	0.168413
YDR428C	786	587	1112	35.0992
YJL195C	702	503	1	0.0368351
YER032W	2631	2432	1948	14.8407
YMR194C-A	225	36.3941	24	12.2183
YOR182C	192	21.9082	1591.19	1345.69
YGR194C	1803	1604	1148	13.2607
YHR056W-A	435	236	1	0.0785087
YGR078C	600	401	1852	85.571
YHR163W	750	551	6712	225.699
YMR265C	1386	1187	1388	21.6655
YIL162W	1599	1400	2914	38.5648
YOR222W	924	725	3717	94.9915
YBL103C	1461	1262	2260	33.1802
YLR358C	564	365	2	0.101524
YIL052C	366	167	26958.4	2990.94
YKL108W	1362	1163	1329	21.1727
YML040W	1323	1124	3.35674e-08	5.53326e-10
YMR059W	387	188	312	30.7487
YDR302W	660	461	1583	63.6224
YOL017W	2145	1946	1188	11.3111
YLR382C	2685	2486	2122	15.8152
YBR242W	717	518	1990	71.1792
YBL021C	435	236	658	51.6587
YNL246W	795	596	2333	72.5268
YER012W	597	398	7161	333.365
YOL030W	1455	1256	11956	176.371
YLR301W	735	536	7824	270.454
YDR082W	1485	1286	1080	15.5601
YKL068W-A	237	44.1265	536	225.058
YDL221W	552	353	7	0.367412
YPR139C	903	704	3130	82.3762
YGL141W	2733	2534	2074	15.1646
YOR231C-A	201	24.9909	0	0
YOR343W-B	5313	5114	6758.96	24.4878
YDR458C	1992	1793	3882	40.1149
YPL202C	1251	1052	1922	33.8507
YJR072C	1158	959	6448	124.577
YLR114C	2295	2096	6663	58.8991
YOL068C	1512	1313	4680	66.0406
YPR071W	636	437	834	35.3602
YDR267C	993	794	2500	58.3377
YJL019W	2049	1850	1419	14.2115
YLR248W	1833	1634	7173	81.3352
YIL020C	786	587	2099	66.2528
YNL063W	945	746	602	14.9516
YOR073W-A	234	42.0611	0	0
YOR391C	714	515	19.6667	0.707544
YFR044C	1446	1247	11791	175.192
YFL023W	2391	2192	4129	34.9007
YIL129C	7131	6932	4633	12.3832
YFL032W	321	122.003	64	9.71938
YBR150C	3285	3086	1331.35	7.99332
YDR245W	1182	983	7255	136.746
YGL176C	1665	1466	1619	20.4618
YDR149C	708	509	0	0
YDR212W	1680	1481	13277	166.102
YMR185W	2946	2747	2874	19.3847
YOR103C	393	194	1385	132.275
YJL091C	1473	1274	2480	36.0672
YDR065W	1098	899	884	18.2189
YKL126W	2043	1844	5907	59.3521
YOR254C	1992	1793	13998	144.649
YHR174W	1314	1115	339720	5645.15
YLR441C	768	569	81762.2	2662.38
YDR182W-A	204	26.1481	11	7.79439
YFR012W	609	410	55	2.48547
YBR204C	1128	929	1260	25.1296
YLR283W	945	746	877	21.7816
YGL174W	801	602	675	20.7748
YGR145W	2124	1925	10413	100.225
YDR061W	1620	1421	2280	29.7283
YGR199W	2280	2081	3694	32.8893
YBL005W	2931	2732	1623	11.007
YLR466C-B	117	9.56096	0	0
YNL018C	1839	1640	35.5455	0.401578
YIL108W	2091	1892	1703	16.6772
YDR404C	516	317	2616	152.9
YML122C	381	182	9	0.916223
YBR131W	2115	1916	1193	11.5365
YOR058C	2658	2459	2081	15.6799
YBL104C	3117	2918	2448	15.5438
YBR095C	1293	1094	1889	31.9922
YIL004C	429	230	847	68.2316
YBR084W	2928	2729	21887	148.598
YCR095W-A	159	14.3664	0	0
YMR173W	1293	1094	11001.1	186.316
YKL203C	7425	7226	4360	11.1794
YKL221W	1422	1223	38	0.575688
YHR085W	1005	806	2773	63.7448
YOR301W	1308	1109	1509	25.2109
YDL210W	1716	1517	181	2.21067
YPL044C	549	350	2	0.105875
YDR168W	1521	1322	6825	95.6536
YKR052C	915	716	953	24.661
YNL308C	1776	1577	14225	167.129
YOL089C	3093	2894	2301	14.7315
YOR171C	1875	1676	3479	38.4601
YIL050W	858	659	2089	58.7331
YLR043C	312	113.011	8485	1391.11
YOR031W	210	28.6775	116	74.9457
YBL099W	1638	1439	16062	206.809
YLR359W	1449	1250	15262	226.22
YNL054W-A	1323	1124	0.00085522	1.40975e-05
YOR237W	1305	1106	124	2.07729
YPL217C	3552	3353	15115	83.5227
YKL111C	336	137	0	0
YNR009W	750	551	1144	38.4684
YGL194C	1359	1160	1584	25.3004
YLR038C	252	55.6961	633	210.576
YOR106W	852	653	1529	43.3835
YMR030W-A	291	92.1144	3	0.603426
YJR056C	711	512	1165	42.1586
YMR236W	474	275	2066	139.196
YLR287C-A	192	21.9082	11494.8	9721.32
YPR130C	408	209	5	0.443255
YER039C	750	551	136	4.57317
YDR044W	987	788	2464	57.9355
YNL314W	768	569	627	20.4167
YLR118C	684	485	2183	83.3954
YAR073W	1212	1013	9.31102	0.170301
YDR387C	1668	1469	1404	17.7082
YIL071C	1335	1136	662	10.7972
YOL130W	2580	2381	5560.83	43.2723
YDR169C	1542	1343	1786	24.6397
YLR157C-C	132	10.8985	0	0
YER178W	1263	1064	20900	363.944
YBL094C	333	134.001	1	0.138268
YDR514C	1452	1253	2562	37.8842
YIR019C	4104	3905	423	2.00701
YEL045C	426	227	27	2.20378
YGL177W	348	149	37	4.60093
YDR333C	2172	1973	4200	39.4414
YMR210W	1350	1151	1723	27.7358
YDR124W	975	776	411	9.81319
YKR061W	1278	1079	1302	22.3573
YOR338W	1092	893	1128	23.4039
YER088C	2013	1814	6549	66.891
YLR467W	5391	5192	2802.94	10.0025
YML116W-A	303	104.031	404	71.9528
YDR360W	435	236	1	0.0785087
YPL283W-A	576	377	3.82147	0.18781
Q0130	231	40.0835	42	19.414
YDR115W	318	119.005	530	82.5165
YOR334W	1413	1214	1050	16.0251
YGR256W	1479	1280	264	3.82141
YPR021C	2709	2510	2508	18.5133
YKR097W	1650	1451	234	2.98799
YFL031C-A	102	8.50096	0	0
YOL038C-A	96	8.13768	0	0
YHR218W-A	318	119.005	71.0305	11.0589
YMR107W	348	149	15	1.86524
YDR451C	1062	863	1548	33.2346
YCL063W	1272	1073	1350	23.3112
YJL192C	705	506	5065	185.464
YBR039W	936	737	8918	224.197
YHR177W	1362	1163	181	2.88356
YER023C-A	213	30.0561	0	0
YGL214W	486	287	4	0.258231
YIR027C	1383	1184	84	1.31449
YAL042W	1248	1049	11365	200.735
YIL007C	663	464	599	23.9188
YPR036W	1437	1238	19709	294.967
YOR030W	1860	1661	1928	21.5064
YHR181W	687	488	2003	76.0486
YPL267W	630	431	718	30.8658
YOL051W	3246	3047	4476.59	27.221
YDR188W	1641	1442	16837	216.336
YMR243C	1329	1130	16586	271.953
YAL067W-A	228	38.1945	0	0
YLR154W-F	141	11.8758	0	0
YNR034W-A	297	98.0609	166	31.3648
YCR049C	447	248	0	0
YHR180W	492	293	117	7.39858
YEL023C	2049	1850	1045	10.4659
YNL057W	333	134.001	17	2.35056
YNL045W	2016	1817	3226	32.8957
YPL080C	327	128.001	0	0
YPR141C	2190	1991	1823	16.9647
YJR061W	2808	2609	902	6.40564
YIL104C	1524	1325	2311	32.3157
YLL035W	1899	1700	2729	29.743
YHR214C-C	1437	1238	0	0
YNL282W	588	389	761	36.2464
YNL338W	159	14.3664	0	0
YLR424W	2127	1928	1194	11.4743
YBR243C	1347	1148	3187	51.4364
YDR520C	2319	2120	1288	11.2567
YFL064C	525	326	5.21943	0.296644
YGL137W	2670	2471	16875	126.532
YMR234W	1047	848	1721	37.6024
YNL212W	2349	2150	4633	39.9258
YJL026C-A	222	34.6815	0	0
YMR112C	396	197	787	74.0182
YGL212W	951	752	681	16.7787
YHR005C-A	282	83.2735	4066	904.67
YHL009W-A	1242	1043	53.8711	0.956977
YJL156W-A	222	34.6815	2	1.06847
YJL134W	1230	1031	2968	53.3378
YLR454W	7887	7688	5170	12.4597
YJL127C-B	159	14.3664	6	7.73808
YOR105W	327	128.001	305.12	44.1658
YDR080W	2979	2780	2335	15.5622
YKL064W	2910	2711	3702	25.301
YNR023W	1701	1502	1868	23.0429
YBL096C	309	110.015	8	1.34731
YPL253C	1944	1745	1203	12.7732
YHR073C-B	81	7.3499	0	0
YLR261C	327	128.001	639.008	92.4956
YBR096W	693	494	3451	129.434
YJR042W	2235	2036	6162	56.0756
YGR150C	2595	2396	3052	23.6009
YDR089W	2610	2411	1625	12.4878
YGR074W	441	242	931	71.2794
YLR390W-A	717	518	13409	479.619
YGL180W	2694	2495	699	5.19083
YHR043C	741	542	2232.75	76.3258
YPR101W	528	329	1027	57.8368
YBR146W	837	638	3459	100.452
YDR017C	3153	2954	5438	34.1082
YDR085C	1863	1664	910	10.1325
YHR011W	1341	1142	584	9.47495
YKL053W	375	176	8	0.842185
