reporterId	systematicName	geneSymbol	M	A	pvalue
SCAB003354	YJR042W	NUP85	-0.049559955	11.181744	0.638753
SCAB003355	YJR043C	POL32	0.088060163	9.4565324	0.425407
SCAB003356	YJR044C	VPS55	0.17316582	10.961336	0.129664
SCAB003357	YJR045C	SSC1	0.11817365	14.001258	0.364853
SCAB003358	YJR046W	TAH11	0.0022056365	10.345	0.988946
SCAB003359	YJR047C	ANB1	0.063820438	13.485507	0.697271
SCAB003360	YJR048W	CYC1	0.12673503	11.476143	0.465209
SCAB003361	YJR049C	UTR1	-0.062348267	8.9413454	0.605342
SCAB003362	YJR050W	ISY1	-0.087160087	9.185665	0.432745
SCAB003363	YJR051W	OSM1	0.13107579	11.074355	0.193353
SCAB003364	YJR052W	RAD7	-0.024940695	8.8252384	0.882122
SCAB003365	YJR053W	BFA1	0.0037893072	7.6159724	0.988946
SCAB003366	YJR054W	ERM6	0.081544154	10.255065	0.457675
SCAB003367	YJR055W	HIT1	0.18563823	8.8685874	0.078771
SCAB003368	YJR056C	YJR056C	0.18276856	9.3460438	0.0703575
SCAB003369	YJR057W	CDC8	0.095330346	10.510133	0.391853
SCAB003370	YJR058C	APS2	0.0020471738	10.997018	0.990825
SCAB003371	YJR059W	PTK2	-0.30212656	9.3326628	0.0141584
SCAB003372	YJR060W	CBF1	-0.19870888	10.23027	0.0291173
SCAB003373	YJR061W	YJR061W	-0.0947554	9.0274505	0.430017
SCAB003374	YJR062C	NTA1	-0.15253859	9.7696002	0.196681
SCAB003375	YJR063W	RPA12	0.20137039	11.911319	0.0751474
SCAB003376	YJR064W	CCT5	-0.011801777	13.322763	0.945925
SCAB003377	YJR065C	ARP3	0.097003928	12.806763	0.325253
SCAB003378	YJR066W	TOR1	-0.0385767	10.30395	0.803348
SCAB003379	YJR067C	YAE1	0.092951601	10.471321	0.482182
SCAB003380	YJR068W	RFC2	-0.062634514	11.218049	0.627684
SCAB003381	YJR069C	HAM1	-0.068291228	12.415872	0.573179
SCAB003382	YJR070C	LIA1	-0.013580327	12.948697	0.941679
SCAB003383	YJR071W	YJR071W	-0.00088175607	6.9696059	0.996079
SCAB003384	YJR072C	NPA3	0.10475263	11.416745	0.355193
SCAB003385	YJR073C	OPI3	0.012153861	14.026769	0.955951
SCAB003386	YJR074W	MOG1	-0.066232498	5.851995	0.703571
SCAB003387	YJR075W	HOC1	0.11127174	11.513865	0.372901
SCAB003388	YJR076C	CDC11	-0.064525165	10.656077	0.704763
SCAB003389	YJR077C	MIR1	0.094371211	13.089094	0.600659
SCAB003390	YJR078W	BNA2	0.28179912	7.5999282	0.41929
SCAB003391	YJR079W	YJR079W	0.10522214	7.1129652	0.41439
SCAB003392	YJR080C	AIM24	0.08441809	9.4717754	0.457095
SCAB003393	YJR082C	EAF6	0.14905121	10.343784	0.138416
SCAB003394	YJR083C	ACF4	0.02603514	9.1444916	0.896315
SCAB003395	YJR084W	CSN12	-0.025783489	9.6059881	0.826406
SCAB003396	YJR085C	YJR085C	-0.13264119	11.500912	0.314765
SCAB003397	YJR086W	STE18	0.01451241	11.570152	0.937239
SCAB003398	YJR087W	YJR087W	0.01738035	6.9938407	0.981232
SCAB003399	YJR088C	EMC2	0.087489998	11.454596	0.431464
SCAB003400	YJR089W	BIR1	0.049686523	10.177772	0.68921
SCAB003401	YJR090C	GRR1	-0.071409097	10.35578	0.503213
SCAB003402	YJR091C	JSN1	-0.1977042	9.0629615	0.0832638
SCAB003403	YJR092W	BUD4	-0.10022576	10.781052	0.400415
SCAB003404	YJR093C	FIP1	-0.031645254	9.7304139	0.823214
SCAB003405	YJR094C	IME1	0.10865158	8.9380486	0.749523
SCAB003406	YJR094W-A	RPL43B	-0.017707666	14.445952	0.942648
SCAB003407	YJR095W	SFC1	0.061195547	6.4106359	0.643225
SCAB003408	YJR096W	YJR096W	0.062149349	9.3234182	0.706505
SCAB003409	YJR097W	JJJ3	0.12367944	9.8893723	0.486091
SCAB003410	YJR098C	YJR098C	-0.10440111	8.1784048	0.29023
SCAB003411	YJR099W	YUH1	0.022772599	10.46315	0.903085
SCAB003412	YJR100C	AIM25	-0.079135071	9.7972552	0.518852
SCAB003413	YJR101W	RSM26	0.10107181	10.86494	0.344747
SCAB003414	YJR102C	VPS25	-0.044251255	9.2664081	0.743914
SCAB003415	YJR103W	URA8	0.019758838	10.726729	0.894277
SCAB003416	YJR104C	SOD1	-0.053294588	14.262566	0.712126
SCAB003417	YJR105W	ADO1	0.057415612	13.436067	0.67263
SCAB003418	YJR106W	ECM27	-0.11018695	8.366799	0.349104
SCAB003419	YJR107W	YJR107W	-0.18386727	9.8942158	0.0338207
SCAB003420	YJR108W	ABM1	0.16211978	7.5297821	0.113612
SCAB003421	YJR109C	CPA2	0.051399946	11.947896	0.82725
SCAB003422	YJR110W	YMR1	-0.16482616	9.6735273	0.056064
SCAB003423	YJR111C	YJR111C	0.13489119	10.019166	0.258478
SCAB003424	YJR112W	NNF1	-0.024196686	9.5596644	0.894046
SCAB003425	YJR113C	RSM7	0.10921344	10.33836	0.328318
SCAB003426	YJR114W	YJR114W	-0.045045869	6.2603155	0.659688
SCAB003427	YJR115W	YJR115W	0.19141105	7.7103995	0.0679556
SCAB003428	YJR116W	TDA4	0.080671306	9.6397327	0.499764
SCAB003429	YJR117W	STE24	0.084091485	11.426251	0.519534
SCAB003430	YJR118C	ILM1	0.17914157	11.241744	0.0793836
SCAB003431	YJR119C	JHD2	-0.062306089	8.5594249	0.684999
SCAB003432	YJR120W	YJR120W	0.0087737071	6.1800106	0.961659
SCAB003433	YJR121W	ATP2	-0.13531503	13.260163	0.404658
SCAB003434	YJR122W	IBA57	-0.051523245	8.9413872	0.684722
SCAB003435	YJR123W	RPS5	-0.073323433	14.812656	0.850337
SCAB003436	YJR124C	YJR124C	0.16575118	10.691731	0.101686
SCAB003437	YJR125C	ENT3	-0.16273004	11.134984	0.0556778
SCAB003438	YJR126C	VPS70	-0.11455996	9.4214652	0.258478
SCAB003439	YJR127C	RSF2	-0.35888499	9.5092998	0.00092939
SCAB003440	YJR128W	YJR128W	-0.0073069683	6.2255077	0.965159
SCAB003441	YJR129C	YJR129C	0.14409859	9.129959	0.274438
SCAB003442	YJR130C	STR2	0.075710604	9.9588638	0.523375
SCAB003443	YJR131W	MNS1	-0.04672731	9.9636155	0.727441
SCAB003444	YJR132W	NMD5	-0.13317271	9.2129644	0.224034
SCAB003445	YJR133W	XPT1	0.14109268	11.448316	0.124041
SCAB003446	YJR134C	SGM1	-0.058219086	10.175602	0.724952
SCAB003447	YJR135C	MCM22	0.19206788	8.6697684	0.0605719
SCAB003448	YJR135W-A	TIM8	-0.028682697	11.225169	0.873616
SCAB003449	YJR136C	TTI2	-0.0088085207	9.5064105	0.954811
SCAB003450	YJR137C	MET5	-0.0036199314	10.379649	0.987182
SCAB003451	YJR138W	IML1	-0.035237644	9.7926812	0.85495
SCAB003452	YJR139C	HOM6	-0.030186049	14.02588	0.796907
SCAB003453	YJR140C	HIR3	0.014740912	9.6777766	0.906221
SCAB003454	YJR141W	YJR141W	0.081380535	9.4224264	0.515629
SCAB003455	YJR142W	YJR142W	-0.14679636	11.102845	0.0895318
SCAB003456	YJR143C	PMT4	-0.044588987	12.37208	0.730959
SCAB003457	YJR144W	MGM101	-0.11681245	11.296753	0.257636
SCAB003458	YJR145C	RPS4A	0.26155489	15.247111	0.425552
SCAB003459	YJR146W	YJR146W	-0.053001209	6.9688156	0.63055
SCAB003460	YJR147W	HMS2	0.192939	9.8436742	0.0763031
SCAB003461	YJR148W	BAT2	-0.022812412	11.223021	0.91304
SCAB003462	YJR149W	YJR149W	-0.083682347	8.126801	0.51052
SCAB003463	YJR150C	DAN1	-0.047186361	6.6595185	0.71663
SCAB003464	YJR151C	DAN4	0.11810718	7.8146385	0.258413
SCAB003465	YJR152W	DAL5	-0.028220668	8.3971127	0.835843
SCAB003466	YJR153W	PGU1	-0.095031199	7.1544539	0.366895
SCAB003468	YJR155W	AAD10	0.31365219	10.315049	0.108573
SCAB003470	YJR157W	YJR157W	-0.00064935889	6.3715746	0.996572
SCAB003474	YJR161C	COS5	-0.12205163	9.0123778	0.302904
SCAB003475	YJR162C	YJR162C	0.15333841	8.130918	0.172969
SCAB003476	YKL001C	MET14	0.13495689	10.412135	0.511202
SCAB003477	YKL002W	DID4	-0.0081873994	10.526163	0.965159
SCAB003478	YKL003C	MRP17	0.11156554	10.810192	0.345264
SCAB003480	YKL004W	AUR1	0.046896117	12.132571	0.715719
SCAB003481	YKL005C	BYE1	-0.075758703	9.6913015	0.510975
SCAB003482	YKL006C-A	SFT1	0.1625581	10.84398	0.174773
SCAB003484	YKL007W	CAP1	-0.09421936	12.035302	0.409034
SCAB003485	YKL008C	LAC1	-0.16013391	12.104152	0.0763552
SCAB003486	YKL009W	MRT4	0.24962737	11.641888	0.0394812
SCAB003487	YKL010C	UFD4	0.15210552	11.169568	0.259048
SCAB003488	YKL011C	CCE1	-0.1341366	9.595808	0.536079
SCAB003489	YKL012W	PRP40	0.078131589	10.13292	0.562549
SCAB003490	YKL013C	ARC19	-0.10785148	12.467725	0.464096
SCAB003491	YKL014C	URB1	0.016710248	11.478119	0.943271
SCAB003492	YKL015W	PUT3	0.049296191	8.6106283	0.724391
SCAB003493	YKL016C	ATP7	0.13843442	12.503769	0.304635
SCAB003494	YKL017C	HCS1	0.07253117	9.493228	0.430534
SCAB003495	YKL018C-A	YKL018C-A	0.011695999	10.422155	0.939874
SCAB003496	YKL018W	SWD2	0.088684372	10.878702	0.321542
SCAB003497	YKL019W	RAM2	-0.060174649	10.976995	0.527126
SCAB003498	YKL020C	SPT23	0.098284796	11.005704	0.442843
SCAB003499	YKL021C	MAK11	-0.003348049	11.693366	0.985849
SCAB003500	YKL022C	CDC16	0.22118417	9.7634674	0.0162132
SCAB003501	YKL023W	YKL023W	-0.068545372	10.071172	0.588414
SCAB003502	YKL024C	URA6	0.041957843	11.997898	0.733791
SCAB003503	YKL025C	PAN3	-0.049634613	9.9956004	0.75279
SCAB003504	YKL026C	GPX1	0.085519836	8.1144676	0.33729
SCAB003505	YKL027W	YKL027W	0.054390075	10.219121	0.667119
SCAB003506	YKL028W	TFA1	-0.057924704	10.836587	0.683974
SCAB003507	YKL029C	MAE1	-0.071835128	10.949986	0.725657
SCAB003508	YKL030W	YKL030W	-0.043758932	6.7806261	0.731479
SCAB003509	YKL031W	YKL031W	-0.072780122	7.0787129	0.5333
SCAB003510	YKL032C	IXR1	-0.020928766	10.683164	0.920023
SCAB003511	YKL033W	TTI1	-0.013772576	9.391072	0.933468
SCAB003512	YKL033W-A	YKL033W-A	0.067487281	11.813597	0.600659
SCAB003513	YKL034W	TUL1	0.038955852	10.129197	0.749523
SCAB003514	YKL035W	UGP1	-0.42672825	12.22137	0.0009421
SCAB003515	YKL036C	YKL036C	-0.060325071	6.5548468	0.770003
SCAB003516	YKL037W	AIM26	-0.044983355	7.1666825	0.741251
SCAB003517	YKL038W	RGT1	-0.11324853	9.4703891	0.306012
SCAB003518	YKL039W	PTM1	-0.23004212	10.129203	0.00872668
SCAB003519	YKL040C	NFU1	-0.13066867	10.543523	0.23777
SCAB003520	YKL041W	VPS24	-0.1159523	10.828203	0.463519
SCAB003521	YKL042W	SPC42	-0.059428788	9.7207811	0.602468
SCAB003522	YKL043W	PHD1	-0.25247167	9.6604003	0.0330826
SCAB003523	YKL044W	YKL044W	-0.14441208	8.6253713	0.176092
SCAB003524	YKL045W	PRI2	0.043190497	10.272041	0.75367
SCAB003525	YKL046C	DCW1	-0.14243456	11.574307	0.0818749
SCAB003526	YKL047W	ANR2	-0.00066523576	8.6416527	0.996572
SCAB003527	YKL048C	ELM1	0.061665616	9.9012984	0.620127
SCAB003528	YKL049C	CSE4	0.05595915	10.041149	0.630321
SCAB003529	YKL050C	YKL050C	-0.010613902	7.6600301	0.947293
SCAB003530	YKL051W	SFK1	-0.079462777	10.244261	0.593193
SCAB003531	YKL052C	ASK1	-0.12099537	10.104396	0.177172
SCAB003532	YKL053C-A	MDM35	0.069757152	11.194034	0.705275
SCAB003533	YKL053W	YKL053W	0.0022920634	6.7231217	0.987927
SCAB003534	YKL054C	DEF1	-0.026369623	11.341017	0.91243
SCAB003535	YKL055C	OAR1	0.051942802	7.7224767	0.694426
SCAB003536	YKL056C	TMA19	0.066151203	14.358779	0.683966
SCAB003537	YKL057C	NUP120	-0.049488287	10.775744	0.681806
SCAB003538	YKL058W	TOA2	-0.081825987	10.755362	0.535561
SCAB003539	YKL059C	MPE1	0.035173437	7.9991354	0.768664
SCAB003540	YKL060C	FBA1	0.0054431063	15.362204	0.991645
SCAB003541	YKL061W	YKL061W	0.011309565	10.716578	0.949453
SCAB003542	YKL062W	MSN4	-0.26042664	8.8720556	0.0424099
SCAB003543	YKL063C	YKL063C	0.017765162	11.159534	0.913976
SCAB003544	YKL064W	MNR2	-0.045529697	10.06581	0.74717
SCAB003545	YKL065C	YET1	-0.11237179	12.183275	0.57848
SCAB003546	YKL066W	YKL066W	-0.048161583	9.6669566	0.757327
SCAB003547	YKL067W	YNK1	-0.079511558	12.817967	0.547249
SCAB003548	YKL068W	NUP100	0.19171424	10.96751	0.029651
SCAB003549	YKL069W	YKL069W	0.10358492	10.572094	0.32446
SCAB003550	YKL070W	YKL070W	0.045736513	6.3356268	0.772041
SCAB003551	YKL071W	YKL071W	-0.0082889664	7.6026274	0.967674
SCAB003552	YKL072W	STB6	0.26456045	9.4921105	0.00324926
SCAB003553	YKL073W	LHS1	0.0025801156	11.164448	0.988946
SCAB003554	YKL074C	MUD2	0.28846488	9.7269809	0.00120354
SCAB003555	YKL075C	YKL075C	-0.052302428	9.3692325	0.706462
SCAB003556	YKL076C	PSY1	-0.12890391	9.8578838	0.227068
SCAB003557	YKL077W	YKL077W	-0.07108473	12.323948	0.547171
SCAB003558	YKL078W	DHR2	0.29492359	10.373609	0.0778859
SCAB003559	YKL079W	SMY1	-0.099577925	9.0972029	0.296148
SCAB003560	YKL080W	VMA5	0.093032759	12.663926	0.393393
SCAB003561	YKL081W	TEF4	0.049087041	14.133464	0.745088
SCAB003562	YKL082C	RRP14	0.21429891	12.018284	0.129664
SCAB003563	YKL083W	YKL083W	-0.0023217208	8.0967107	0.988946
SCAB003564	YKL084W	HOT13	-0.095729408	10.397971	0.539883
SCAB003565	YKL085W	MDH1	0.024206188	11.845969	0.898612
SCAB003566	YKL086W	SRX1	-0.097437049	7.5690779	0.598587
SCAB003567	YKL087C	CYT2	0.12211607	10.245359	0.23777
SCAB003568	YKL088W	CAB3	-0.00053966887	10.255104	0.99705
SCAB003569	YKL089W	MIF2	-0.10150991	8.8974744	0.370977
SCAB003570	YKL090W	CUE2	-0.0095983695	8.7599141	0.94289
SCAB003571	YKL091C	YKL091C	-0.15751348	9.2822664	0.191805
SCAB003572	YKL092C	BUD2	0.040078823	9.7178056	0.712126
SCAB003573	YKL093W	MBR1	-0.049659997	7.780156	0.719469
SCAB003574	YKL094W	YJU3	0.097772585	11.277891	0.360489
SCAB003575	YKL095W	YJU2	0.12332187	7.8915643	0.320189
SCAB003576	YKL096W	CWP1	-0.73446469	11.618282	2.71639e-06
SCAB003577	YKL096W-A	CWP2	-0.22570167	15.232211	0.494211
SCAB003578	YKL097C	YKL097C	-0.059753551	6.4441233	0.617263
SCAB003579	YKL098W	MTC2	-0.082774495	9.7693862	0.41362
SCAB003580	YKL099C	UTP11	-0.023671561	10.794131	0.91243
SCAB003581	YKL100C	YKL100C	-0.071980704	10.659468	0.551074
SCAB003582	YKL101W	HSL1	-0.049358398	11.286941	0.767008
SCAB003583	YKL102C	YKL102C	0.053556244	6.1295141	0.693143
SCAB003584	YKL103C	LAP4	0.0073964599	9.5702027	0.978345
SCAB003585	YKL104C	GFA1	-0.08752028	12.070035	0.590407
SCAB003586	YKL105C	YKL105C	-0.078513397	9.3819741	0.524987
SCAB003587	YKL106C-A	YKL106C-A	0.049965267	6.2221723	0.741769
SCAB003588	YKL106W	AAT1	0.092653982	10.887292	0.480067
SCAB003589	YKL107W	YKL107W	-0.09986547	6.8523895	0.312663
SCAB003590	YKL108W	SLD2	-0.075561054	7.9121276	0.458533
SCAB003591	YKL109W	HAP4	0.45778338	9.9585367	0.000754203
SCAB003592	YKL110C	KTI12	0.047845461	11.106687	0.767178
SCAB003593	YKL111C	YKL111C	-0.022985374	6.2985002	0.865713
SCAB003594	YKL112W	ABF1	-0.0051393668	10.918234	0.983567
SCAB003595	YKL113C	RAD27	-0.04629969	10.298822	0.823214
SCAB003596	YKL114C	APN1	-0.041236002	11.14336	0.744976
SCAB003597	YKL115C	YKL115C	-0.08106122	7.416356	0.633655
SCAB003598	YKL116C	PRR1	0.019559595	9.7291412	0.891337
SCAB003599	YKL117W	SBA1	0.06820302	13.345555	0.64292
SCAB003600	YKL118W	YKL118W	0.025454096	6.4182225	0.867534
SCAB003601	YKL119C	VPH2	0.043036473	10.707799	0.763355
SCAB003602	YKL120W	OAC1	0.26740396	10.759107	0.163917
SCAB003603	YKL121W	DGR2	-0.10339799	7.9831863	0.252626
SCAB003604	YKL122C	SRP21	0.14959756	10.554118	0.199912
SCAB003605	YKL123W	YKL123W	0.092261572	9.5114656	0.430534
SCAB003606	YKL124W	SSH4	-0.019645605	8.5731053	0.912304
SCAB003607	YKL125W	RRN3	0.031282261	10.144921	0.862378
SCAB003608	YKL126W	YPK1	-0.086917966	10.771342	0.440447
SCAB003609	YKL127W	PGM1	-0.023002964	10.743805	0.887706
SCAB003610	YKL128C	PMU1	0.028696443	11.074976	0.80756
SCAB003611	YKL129C	MYO3	-0.12347795	9.3687178	0.275009
SCAB003612	YKL130C	SHE2	-0.0072721683	10.101222	0.972064
SCAB003613	YKL131W	YKL131W	0.020911066	6.3393397	0.926846
SCAB003614	YKL132C	RMA1	-0.00090485349	7.8903686	0.995811
SCAB003615	YKL133C	YKL133C	-0.073923134	8.160817	0.539108
SCAB003616	YKL134C	OCT1	-0.15404033	9.409199	0.0456558
SCAB003617	YKL135C	APL2	-0.13950752	10.385095	0.142795
SCAB003618	YKL136W	YKL136W	-0.067568373	6.4066651	0.554074
SCAB003619	YKL137W	CMC1	-0.0056346143	10.478444	0.980912
SCAB003620	YKL138C	MRPL31	0.11680389	11.468643	0.309937
SCAB003621	YKL139W	CTK1	0.013683784	10.430907	0.929426
SCAB003622	YKL140W	TGL1	-0.13341006	9.6885163	0.177172
SCAB003623	YKL141W	SDH3	-0.12297669	10.470626	0.342135
SCAB003624	YKL142W	MRP8	-0.19798385	10.86802	0.118937
SCAB003625	YKL143W	LTV1	0.13864411	11.238299	0.353837
SCAB003626	YKL144C	RPC25	0.22285401	9.0633422	0.0478379
SCAB003627	YKL145W	RPT1	0.054098289	12.50357	0.65601
SCAB003628	YKL146W	AVT3	-0.017980807	10.245388	0.89654
SCAB003629	YKL147C	YKL147C	0.0090461315	6.2885503	0.960857
SCAB003630	YKL148C	SDH1	0.030901038	9.5648126	0.904179
SCAB003631	YKL149C	DBR1	0.097165785	10.034097	0.394368
SCAB003632	YKL150W	MCR1	-0.053668884	11.341987	0.824063
SCAB003633	YKL151C	YKL151C	-0.084876875	9.7427594	0.606213
SCAB003634	YKL152C	GPM1	0.10148872	15.440497	0.851158
SCAB003635	YKL153W	YKL153W	-0.18137191	7.4921491	0.145248
SCAB003636	YKL154W	SRP102	0.058829055	11.110738	0.679191
SCAB003637	YKL155C	RSM22	0.035074877	10.381135	0.821566
SCAB003638	YKL156W	RPS27A	0.042069946	12.072769	0.766709
SCAB003639	YKL157W	APE2	-0.082620186	11.54121	0.362786
SCAB003640	YKL159C	RCN1	-0.041040058	8.696318	0.708862
SCAB003641	YKL160W	ELF1	0.0940874	12.775932	0.312595
SCAB003642	YKL161C	YKL161C	-0.08262477	7.4269959	0.454144
SCAB003643	YKL162C	YKL162C	-0.012158184	7.9547626	0.931007
SCAB003644	YKL162C-A	YKL162C-A	0.12937535	6.8826223	0.310741
SCAB003645	YKL163W	PIR3	-0.066374489	9.9095812	0.63826
SCAB003646	YKL164C	PIR1	0.051274643	12.925607	0.727441
SCAB003647	YKL165C	MCD4	0.15993913	10.726516	0.221985
SCAB003648	YKL165C-A	YKL165C-A	-0.047190833	8.5374157	0.755855
SCAB003649	YKL166C	TPK3	0.018420531	10.114849	0.906389
SCAB003650	YKL167C	MRP49	2.8853612e-05	9.6886498	0.999764
SCAB003651	YKL168C	KKQ8	-0.08954516	9.3466056	0.402301
SCAB003652	YKL169C	YKL169C	-0.0058707131	6.875275	0.968416
SCAB003653	YKL170W	MRPL38	0.012425648	10.657386	0.944495
SCAB003654	YKL171W	YKL171W	-0.013784229	8.3815284	0.9205
SCAB003655	YKL172W	EBP2	0.060683828	12.963989	0.742728
SCAB003656	YKL173W	SNU114	-0.036995013	10.094259	0.751944
SCAB003657	YKL174C	TPO5	0.033553389	9.9566997	0.763355
SCAB003658	YKL175W	ZRT3	0.045261224	11.341025	0.675622
SCAB003659	YKL176C	LST4	-0.092995532	11.015082	0.505136
SCAB003660	YKL177W	YKL177W	0.00090861169	6.1840513	0.996572
SCAB003661	YKL178C	STE3	0.057124438	12.38024	0.717245
SCAB003662	YKL179C	COY1	0.25616528	9.6169619	0.0442906
SCAB003663	YKL180W	RPL17A	-0.07886077	15.436664	0.857952
SCAB003664	YKL181W	PRS1	0.048166421	13.19275	0.645161
SCAB003665	YKL182W	FAS1	-0.028840173	12.790171	0.875728
SCAB003666	YKL183W	LOT5	0.12004665	9.7363623	0.202242
SCAB003667	YKL184W	SPE1	-0.12478612	10.361775	0.296148
SCAB003668	YKL185W	ASH1	0.06732206	11.839204	0.595877
SCAB003669	YKL186C	MTR2	0.13126021	10.705713	0.202242
SCAB003670	YKL187C	YKL187C	0.2224831	7.6192322	0.117373
SCAB003671	YKL188C	PXA2	0.015540387	7.9856	0.91304
SCAB003672	YKL189W	HYM1	-0.033343622	9.5489171	0.793362
SCAB003673	YKL190W	CNB1	-0.2054236	11.368639	0.0731066
SCAB003674	YKL191W	DPH2	0.020299504	10.058483	0.904786
SCAB003675	YKL192C	ACP1	0.085261477	11.980197	0.504213
SCAB003676	YKL193C	SDS22	-0.072683016	9.8888163	0.536079
SCAB003677	YKL194C	MST1	-0.021006349	9.1791024	0.868154
SCAB003678	YKL195W	MIA40	0.042350166	11.072744	0.78656
SCAB003679	YKL196C	YKT6	-0.10567191	11.458125	0.384809
SCAB003680	YKL197C	PEX1	-0.012092715	9.6867151	0.940256
SCAB003681	YKL198C	PTK1	0.11322041	7.860874	0.425552
SCAB003683	YKL201C	MNN4	0.024248748	7.5797327	0.916713
SCAB003684	YKL202W	YKL202W	0.014469561	7.3146413	0.946966
SCAB003685	YKL203C	TOR2	0.007410813	10.953708	0.972064
SCAB003686	YKL204W	EAP1	0.032848452	10.046025	0.873616
SCAB003687	YKL205W	LOS1	-0.065311404	10.68018	0.560561
SCAB003688	YKL206C	ADD66	-0.038138156	10.76199	0.75367
SCAB003689	YKL207W	AIM27	-0.10598086	11.731544	0.260514
SCAB003690	YKL208W	CBT1	-0.054169093	8.0649806	0.652627
SCAB003691	YKL209C	STE6	-0.085632952	7.2669204	0.499764
SCAB003692	YKL210W	UBA1	-0.087708842	11.983385	0.391535
SCAB003693	YKL211C	TRP3	-0.26248456	10.199622	0.00930631
SCAB003694	YKL212W	SAC1	-0.078789156	12.170646	0.417088
SCAB003695	YKL213C	DOA1	-0.015259006	10.814462	0.929
SCAB003696	YKL214C	YRA2	-0.17188353	9.5060326	0.157931
SCAB003697	YKL215C	OXP1	-0.10202079	9.7656374	0.576176
SCAB003698	YKL216W	URA1	0.019929597	14.260863	0.91304
SCAB003699	YKL217W	JEN1	0.044687875	6.8056853	0.73769
SCAB003700	YKL218C	SRY1	0.20199763	9.0220476	0.0408438
SCAB003701	YKL219W	COS9	-0.066522537	9.3042213	0.544069
SCAB003702	YKL220C	FRE2	-0.12043537	7.6722641	0.297743
SCAB003703	YKL221W	MCH2	0.044002353	6.8451354	0.799031
SCAB003704	YKL222C	YKL222C	0.0019751395	8.5665561	0.990825
SCAB003705	YKL223W	YKL223W	0.034384771	6.1224896	0.857
SCAB003706	YKL224C	PAU16	0.007023229	9.8433853	0.968493
SCAB003707	YKL225W	YKL225W	0.02879544	7.6277227	0.891059
SCAB003708	YKR001C	VPS1	-0.05271986	12.094659	0.712792
SCAB003709	YKR002W	PAP1	-0.053829111	9.5658883	0.703808
SCAB003710	YKR003W	OSH6	-0.15831666	10.423828	0.12226
SCAB003711	YKR004C	ECM9	-0.048516644	9.8821394	0.711591
SCAB003712	YKR005C	YKR005C	-0.095932923	7.3902853	0.280597
SCAB003713	YKR006C	MRPL13	0.08354698	10.682427	0.430534
SCAB003714	YKR007W	MEH1	0.098810297	10.23096	0.353837
SCAB003715	YKR008W	RSC4	0.034032549	11.308586	0.85495
SCAB003716	YKR009C	FOX2	0.012897578	8.234952	0.91304
SCAB003717	YKR010C	TOF2	0.085927676	9.011731	0.475789
SCAB003718	YKR011C	YKR011C	-0.24761448	11.392531	0.0786763
SCAB003719	YKR012C	YKR012C	0.076736941	6.9629812	0.536097
SCAB003720	YKR013W	PRY2	-0.26716295	10.941244	0.0064135
SCAB003721	YKR014C	YPT52	-0.084419442	11.081854	0.636698
SCAB003722	YKR015C	YKR015C	0.049310133	6.7466588	0.750852
SCAB003723	YKR016W	FCJ1	-0.10773644	10.494956	0.461826
SCAB003724	YKR017C	YKR017C	-0.019908875	8.0648759	0.895788
SCAB003725	YKR018C	YKR018C	-0.12168585	10.985692	0.286706
SCAB003726	YKR019C	IRS4	0.05920297	7.9749703	0.633788
SCAB003727	YKR020W	VPS51	0.044883678	10.082415	0.790145
SCAB003728	YKR021W	ALY1	-0.04849874	9.242081	0.763225
SCAB003729	YKR022C	NTR2	-0.087822297	9.6368693	0.463653
SCAB003730	YKR023W	YKR023W	0.048417558	8.9306616	0.731505
SCAB003731	YKR024C	DBP7	0.26377961	11.148685	0.0731066
SCAB003732	YKR025W	RPC37	0.053723049	10.899418	0.731509
SCAB003733	YKR026C	GCN3	-0.027366158	10.965283	0.857952
SCAB003734	YKR027W	BCH2	-0.18625861	9.7541063	0.0763031
SCAB003735	YKR028W	SAP190	0.035905384	11.90884	0.7709
SCAB003736	YKR029C	SET3	0.019972283	9.5718099	0.903085
SCAB003737	YKR030W	GMH1	-0.0032063434	11.141013	0.98405
SCAB003738	YKR031C	SPO14	-0.054235002	10.582376	0.722145
SCAB003739	YKR032W	YKR032W	0.055792604	5.9799231	0.790647
SCAB003740	YKR033C	YKR033C	0.059189123	6.6836732	0.631111
SCAB003741	YKR034W	DAL80	-0.010972924	6.2154432	0.941674
SCAB003742	YKR035C	OPI8	0.023950801	6.71898	0.857896
SCAB003743	YKR035W-A	DID2	-0.067477663	11.164357	0.534015
SCAB003744	YKR036C	CAF4	0.049853776	9.9200086	0.67434
SCAB003745	YKR037C	SPC34	0.031268143	9.6367874	0.87878
SCAB003746	YKR038C	KAE1	-0.090139358	11.152539	0.425407
SCAB003747	YKR039W	GAP1	-0.12369013	8.8028555	0.264706
SCAB003748	YKR040C	YKR040C	-0.027599958	7.2825034	0.851158
SCAB003749	YKR041W	YKR041W	0.0936413	7.0265175	0.548626
SCAB003750	YKR042W	UTH1	0.060614663	14.428185	0.709239
SCAB003751	YKR043C	YKR043C	0.029163081	12.433144	0.843416
SCAB003752	YKR044W	UIP5	0.17724172	9.5997811	0.0763031
SCAB003753	YKR045C	YKR045C	0.084390876	8.4736986	0.431464
SCAB003754	YKR046C	PET10	0.12475162	8.9188078	0.328532
SCAB003755	YKR047W	YKR047W	-0.037862653	9.564439	0.822944
SCAB003756	YKR048C	NAP1	-0.10210441	11.240263	0.370224
